Datum;Eršffnung;Schluss;Tageshoch;Tagestief;Umsatz (St.)
07.10.15;1'800.00;1'797.00;1'818.00;1'793.00;29'489
06.10.15;1'773.00;1'796.00;1'800.00;1'766.00;30'159
05.10.15;1'745.00;1'768.00;1'777.00;1'738.00;27'949
02.10.15;1'717.00;1'725.00;1'741.00;1'704.00;19'095
01.10.15;1'719.00;1'712.00;1'735.00;1'706.00;19'111
30.09.15;1'695.00;1'700.00;1'725.00;1'693.00;36'956
29.09.15;1'651.00;1'674.00;1'683.00;1'644.00;21'607
28.09.15;1'680.00;1'665.00;1'691.00;1'663.00;19'549
25.09.15;1'677.00;1'693.00;1'702.00;1'673.00;21'057
24.09.15;1'681.00;1'652.00;1'686.00;1'645.00;22'666
23.09.15;1'688.00;1'686.00;1'704.00;1'680.00;15'921
22.09.15;1'734.00;1'690.00;1'734.00;1'688.00;19'722
21.09.15;1'709.00;1'734.00;1'739.00;1'697.00;20'506
18.09.15;1'723.00;1'708.00;1'723.00;1'698.00;33'650
17.09.15;1'746.00;1'734.00;1'746.00;1'714.00;16'115
16.09.15;1'731.00;1'740.00;1'746.00;1'731.00;14'346
15.09.15;1'705.00;1'725.00;1'728.00;1'693.00;15'273
14.09.15;1'735.00;1'708.00;1'744.00;1'701.00;13'833
11.09.15;1'750.00;1'727.00;1'750.00;1'722.00;14'607
10.09.15;1'743.00;1'742.00;1'754.00;1'737.00;18'328
09.09.15;1'750.00;1'754.00;1'764.00;1'737.00;22'104
08.09.15;1'711.00;1'723.00;1'736.00;1'710.00;16'232
07.09.15;1'706.00;1'701.00;1'713.00;1'695.00;9'521
04.09.15;1'718.00;1'702.00;1'722.00;1'696.00;20'746
03.09.15;1'705.00;1'730.00;1'735.00;1'699.00;28'509
02.09.15;1'689.00;1'690.00;1'703.00;1'679.00;17'414
01.09.15;1'693.00;1'682.00;1'708.00;1'678.00;21'450
31.08.15;1'690.00;1'706.00;1'709.00;1'690.00;10'465
28.08.15;1'696.00;1'702.00;1'708.00;1'686.00;19'063
27.08.15;1'686.00;1'696.00;1'704.00;1'681.00;25'574
26.08.15;1'656.00;1'655.00;1'666.00;1'625.00;39'334
25.08.15;1'647.00;1'665.00;1'673.00;1'637.00;46'408
24.08.15;1'660.00;1'626.00;1'670.00;1'577.00;47'293
21.08.15;1'733.00;1'698.00;1'744.00;1'696.00;32'239
20.08.15;1'715.00;1'735.00;1'743.00;1'710.00;32'592
19.08.15;1'766.00;1'744.00;1'766.00;1'739.00;18'342
18.08.15;1'798.00;1'772.00;1'801.00;1'772.00;14'670
17.08.15;1'810.00;1'797.00;1'810.00;1'781.00;9'306
14.08.15;1'797.00;1'796.00;1'804.00;1'789.00;10'369
13.08.15;1'805.00;1'790.00;1'810.00;1'782.00;15'580
12.08.15;1'811.00;1'780.00;1'817.00;1'768.00;21'075
11.08.15;1'833.00;1'820.00;1'846.00;1'817.00;13'893
10.08.15;1'832.00;1'832.00;1'840.00;1'816.00;16'319
07.08.15;1'838.00;1'828.00;1'842.00;1'825.00;11'965
06.08.15;1'836.00;1'838.00;1'847.00;1'825.00;14'500
05.08.15;1'845.00;1'838.00;1'847.00;1'819.00;19'741
04.08.15;1'851.00;1'838.00;1'863.00;1'830.00;23'157
03.08.15;1'848.00;1'850.00;1'868.00;1'844.00;27'558
31.07.15;1'840.00;1'845.00;1'846.00;1'824.00;17'670
30.07.15;1'829.00;1'838.00;1'844.00;1'826.00;12'236
29.07.15;1'803.00;1'821.00;1'824.00;1'796.00;17'696
28.07.15;1'776.00;1'790.00;1'793.00;1'768.00;17'059
27.07.15;1'782.00;1'766.00;1'789.00;1'761.00;17'071
24.07.15;1'794.00;1'779.00;1'801.00;1'777.00;11'265
23.07.15;1'788.00;1'796.00;1'803.00;1'783.00;19'745
22.07.15;1'786.00;1'778.00;1'798.00;1'772.00;19'355
21.07.15;1'801.00;1'793.00;1'808.00;1'789.00;23'321
